order_id,customer_id,product_id,product_name,category,quantity,unit_price,total_amount,order_date,region
4454,186,7,Keyboard,Electronics,5,79.99,399.95,2024-12-27,West
4455,70,7,Keyboard,Electronics,1,79.99,79.99,2024-10-08,East
4456,212,10,Backpack,Accessories,2,59.99,119.98,2024-02-28,East
4457,98,4,Coffee Mug,Kitchen,2,12.99,25.98,2024-05-08,South
4458,442,7,Keyboard,Electronics,1,79.99,79.99,2024-03-28,West
4459,121,4,Coffee Mug,Kitchen,2,12.99,25.98,2024-01-04,East
4460,423,10,Backpack,Accessories,4,59.99,239.96,2024-01-15,West
4461,394,10,Backpack,Accessories,5,59.99,299.95,2024-05-04,East
4462,99,8,Desk Lamp,Furniture,4,45.99,183.96,2024-07-31,East
4463,112,3,Desk Chair,Furniture,3,199.99,599.97,2024-05-26,East
4464,363,10,Backpack,Accessories,4,59.99,239.96,2024-07-15,East
4465,397,5,Notebook,Office,3,4.99,14.97,2024-11-27,West
4466,30,2,Mouse,Electronics,4,25.99,103.96,2024-03-12,East
4467,271,5,Notebook,Office,1,4.99,4.99,2024-12-03,East
4468,245,6,Monitor,Electronics,4,299.99,1199.96,2024-09-07,West
4469,140,10,Backpack,Accessories,4,59.99,239.96,2024-08-04,East
4470,111,4,Coffee Mug,Kitchen,1,12.99,12.99,2024-12-01,East
4471,115,3,Desk Chair,Furniture,2,199.99,399.98,2024-01-14,North
4472,142,5,Notebook,Office,1,4.99,4.99,2024-05-12,East
4473,305,2,Mouse,Electronics,3,25.99,77.97,2024-02-02,West
4474,42,4,Coffee Mug,Kitchen,4,12.99,51.96,2024-06-19,East
4475,150,10,Backpack,Accessories,3,59.99,179.97,2024-12-06,West
4476,243,1,Laptop,Electronics,3,999.99,2999.97,2024-03-07,West
4477,437,9,Water Bottle,Sports,5,19.99,99.95,2024-10-29,East
4478,90,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-05-16,North
4479,417,4,Coffee Mug,Kitchen,4,12.99,51.96,2024-06-03,North
4480,349,8,Desk Lamp,Furniture,5,45.99,229.95,2024-08-31,East
4481,292,10,Backpack,Accessories,3,59.99,179.97,2024-04-08,South
4482,412,9,Water Bottle,Sports,3,19.99,59.97,2024-05-15,West
4483,8,7,Keyboard,Electronics,4,79.99,319.96,2024-01-05,East
4484,242,7,Keyboard,Electronics,5,79.99,399.95,2024-10-08,South
4485,162,5,Notebook,Office,1,4.99,4.99,2024-10-14,North
4486,37,1,Laptop,Electronics,5,999.99,4999.95,2024-05-16,North
4487,68,5,Notebook,Office,1,4.99,4.99,2024-11-22,South
4488,242,5,Notebook,Office,1,4.99,4.99,2024-05-18,East
4489,14,7,Keyboard,Electronics,4,79.99,319.96,2024-07-13,North
4490,13,5,Notebook,Office,5,4.99,24.95,2024-07-05,North
4491,151,1,Laptop,Electronics,4,999.99,3999.96,2024-04-14,North
4492,166,9,Water Bottle,Sports,5,19.99,99.95,2024-08-03,South
4493,215,7,Keyboard,Electronics,3,79.99,239.97,2024-05-17,South
4494,308,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-06-14,South
4495,384,5,Notebook,Office,1,4.99,4.99,2024-01-22,South
4496,252,9,Water Bottle,Sports,5,19.99,99.95,2024-08-19,North
4497,313,7,Keyboard,Electronics,1,79.99,79.99,2024-06-09,West
4498,99,7,Keyboard,Electronics,2,79.99,159.98,2024-07-17,East
4499,340,3,Desk Chair,Furniture,3,199.99,599.97,2024-01-14,North
4500,198,1,Laptop,Electronics,1,999.99,999.99,2024-01-01,South
4501,98,10,Backpack,Accessories,3,59.99,179.97,2024-01-11,East
4502,217,1,Laptop,Electronics,2,999.99,1999.98,2024-10-23,West
4503,496,8,Desk Lamp,Furniture,1,45.99,45.99,2024-07-14,South
4504,437,8,Desk Lamp,Furniture,4,45.99,183.96,2024-11-09,West
4505,385,5,Notebook,Office,2,4.99,9.98,2024-09-06,East
4506,212,10,Backpack,Accessories,4,59.99,239.96,2024-06-26,North
4507,150,5,Notebook,Office,5,4.99,24.95,2024-04-09,West
4508,459,6,Monitor,Electronics,5,299.99,1499.95,2024-04-25,South
4509,389,1,Laptop,Electronics,3,999.99,2999.97,2024-04-06,East
4510,328,3,Desk Chair,Furniture,1,199.99,199.99,2024-11-09,West
4511,29,1,Laptop,Electronics,5,999.99,4999.95,2024-07-13,West
4512,407,7,Keyboard,Electronics,5,79.99,399.95,2024-06-26,West
4513,456,1,Laptop,Electronics,5,999.99,4999.95,2024-12-27,North
4514,243,3,Desk Chair,Furniture,1,199.99,199.99,2024-08-17,West
4515,361,1,Laptop,Electronics,1,999.99,999.99,2024-07-01,South
4516,444,1,Laptop,Electronics,4,999.99,3999.96,2024-01-03,North
4517,150,6,Monitor,Electronics,3,299.99,899.97,2024-07-24,South
4518,222,10,Backpack,Accessories,1,59.99,59.99,2024-01-16,South
4519,377,10,Backpack,Accessories,1,59.99,59.99,2024-06-13,West
4520,220,6,Monitor,Electronics,1,299.99,299.99,2024-09-19,North
4521,364,1,Laptop,Electronics,1,999.99,999.99,2024-02-17,West
4522,279,10,Backpack,Accessories,2,59.99,119.98,2024-10-14,North
4523,425,2,Mouse,Electronics,5,25.99,129.95,2024-03-22,South
4524,54,10,Backpack,Accessories,5,59.99,299.95,2024-12-12,South
4525,231,9,Water Bottle,Sports,3,19.99,59.97,2024-10-26,West
4526,439,3,Desk Chair,Furniture,1,199.99,199.99,2024-03-31,East
4527,402,5,Notebook,Office,1,4.99,4.99,2024-07-16,East
4528,282,3,Desk Chair,Furniture,1,199.99,199.99,2024-05-16,East
4529,291,3,Desk Chair,Furniture,3,199.99,599.97,2024-10-29,East
4530,443,1,Laptop,Electronics,2,999.99,1999.98,2024-04-15,East
4531,219,1,Laptop,Electronics,4,999.99,3999.96,2024-01-28,North
4532,225,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-01-10,East
4533,254,4,Coffee Mug,Kitchen,1,12.99,12.99,2024-03-15,North
4534,334,9,Water Bottle,Sports,5,19.99,99.95,2024-07-13,East
4535,157,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-09-02,South
4536,391,6,Monitor,Electronics,4,299.99,1199.96,2024-02-09,West
4537,333,8,Desk Lamp,Furniture,5,45.99,229.95,2024-04-17,South
4538,155,5,Notebook,Office,4,4.99,19.96,2024-03-25,North
4539,237,9,Water Bottle,Sports,1,19.99,19.99,2024-01-11,East
4540,246,1,Laptop,Electronics,4,999.99,3999.96,2024-10-22,South
4541,313,6,Monitor,Electronics,4,299.99,1199.96,2024-04-27,South
4542,243,10,Backpack,Accessories,1,59.99,59.99,2024-12-12,North
4543,392,9,Water Bottle,Sports,4,19.99,79.96,2024-02-15,West
4544,313,5,Notebook,Office,3,4.99,14.97,2024-07-02,South
4545,45,2,Mouse,Electronics,4,25.99,103.96,2024-11-10,North
4546,200,1,Laptop,Electronics,5,999.99,4999.95,2024-10-14,West
4547,294,10,Backpack,Accessories,1,59.99,59.99,2024-12-03,North
4548,468,6,Monitor,Electronics,5,299.99,1499.95,2024-08-14,South
4549,346,2,Mouse,Electronics,4,25.99,103.96,2024-10-20,South
4550,23,4,Coffee Mug,Kitchen,2,12.99,25.98,2024-09-18,West
4551,349,7,Keyboard,Electronics,4,79.99,319.96,2024-09-08,East
4552,195,8,Desk Lamp,Furniture,4,45.99,183.96,2024-11-20,East
4553,235,10,Backpack,Accessories,5,59.99,299.95,2024-10-05,North
4554,32,9,Water Bottle,Sports,5,19.99,99.95,2024-09-28,East
4555,424,6,Monitor,Electronics,2,299.99,599.98,2024-10-26,North
4556,180,5,Notebook,Office,1,4.99,4.99,2024-01-29,East
4557,249,10,Backpack,Accessories,4,59.99,239.96,2024-05-14,North
4558,58,9,Water Bottle,Sports,4,19.99,79.96,2024-09-13,East
4559,45,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-11-03,East
4560,130,5,Notebook,Office,2,4.99,9.98,2024-08-20,East
4561,236,5,Notebook,Office,2,4.99,9.98,2024-03-22,North
4562,403,7,Keyboard,Electronics,2,79.99,159.98,2024-07-26,East
4563,86,1,Laptop,Electronics,4,999.99,3999.96,2024-12-02,West
4564,238,5,Notebook,Office,2,4.99,9.98,2024-06-07,North
4565,258,8,Desk Lamp,Furniture,2,45.99,91.98,2024-09-11,North
4566,59,7,Keyboard,Electronics,5,79.99,399.95,2024-05-18,North
4567,322,5,Notebook,Office,5,4.99,24.95,2024-02-26,West
4568,8,1,Laptop,Electronics,4,999.99,3999.96,2024-08-02,East
4569,454,5,Notebook,Office,5,4.99,24.95,2024-05-11,East
4570,212,8,Desk Lamp,Furniture,5,45.99,229.95,2024-06-18,South
4571,202,10,Backpack,Accessories,1,59.99,59.99,2024-03-21,West
4572,104,9,Water Bottle,Sports,3,19.99,59.97,2024-04-10,South
4573,163,7,Keyboard,Electronics,3,79.99,239.97,2024-06-05,North
4574,261,9,Water Bottle,Sports,4,19.99,79.96,2024-12-02,West
4575,80,9,Water Bottle,Sports,5,19.99,99.95,2024-05-03,East
4576,417,3,Desk Chair,Furniture,1,199.99,199.99,2024-01-10,South
4577,236,8,Desk Lamp,Furniture,4,45.99,183.96,2024-01-05,East
4578,126,10,Backpack,Accessories,5,59.99,299.95,2024-05-19,South
4579,348,6,Monitor,Electronics,1,299.99,299.99,2024-08-02,North
4580,139,10,Backpack,Accessories,5,59.99,299.95,2024-02-21,West
4581,373,7,Keyboard,Electronics,3,79.99,239.97,2024-07-16,West
4582,296,2,Mouse,Electronics,4,25.99,103.96,2024-04-03,East
4583,59,5,Notebook,Office,1,4.99,4.99,2024-07-06,West
4584,381,9,Water Bottle,Sports,5,19.99,99.95,2024-01-01,North
4585,416,1,Laptop,Electronics,5,999.99,4999.95,2024-12-20,South
4586,323,6,Monitor,Electronics,5,299.99,1499.95,2024-01-18,West
4587,4,7,Keyboard,Electronics,3,79.99,239.97,2024-06-26,South
4588,419,3,Desk Chair,Furniture,3,199.99,599.97,2024-10-03,East
4589,380,7,Keyboard,Electronics,3,79.99,239.97,2024-01-29,North
4590,256,4,Coffee Mug,Kitchen,1,12.99,12.99,2024-09-07,North
4591,474,8,Desk Lamp,Furniture,2,45.99,91.98,2024-12-12,North
4592,128,2,Mouse,Electronics,2,25.99,51.98,2024-10-18,West
4593,199,9,Water Bottle,Sports,1,19.99,19.99,2024-10-19,West
4594,277,9,Water Bottle,Sports,4,19.99,79.96,2024-08-23,East
4595,398,5,Notebook,Office,5,4.99,24.95,2024-05-31,South
4596,263,6,Monitor,Electronics,1,299.99,299.99,2024-01-23,East
4597,211,10,Backpack,Accessories,3,59.99,179.97,2024-05-14,West
4598,206,4,Coffee Mug,Kitchen,4,12.99,51.96,2024-08-21,South
4599,369,1,Laptop,Electronics,5,999.99,4999.95,2024-11-26,North
4600,355,5,Notebook,Office,1,4.99,4.99,2024-04-16,South
4601,173,8,Desk Lamp,Furniture,1,45.99,45.99,2024-11-06,North
4602,449,9,Water Bottle,Sports,1,19.99,19.99,2024-08-06,South
4603,152,3,Desk Chair,Furniture,2,199.99,399.98,2024-01-29,North
4604,274,10,Backpack,Accessories,3,59.99,179.97,2024-12-21,North
4605,401,6,Monitor,Electronics,4,299.99,1199.96,2024-11-13,South
4606,485,1,Laptop,Electronics,1,999.99,999.99,2024-06-02,North
4607,252,8,Desk Lamp,Furniture,3,45.99,137.97,2024-05-17,North
4608,74,1,Laptop,Electronics,1,999.99,999.99,2024-07-08,North
4609,184,3,Desk Chair,Furniture,1,199.99,199.99,2024-09-12,East
4610,126,3,Desk Chair,Furniture,4,199.99,799.96,2024-07-09,North
4611,51,4,Coffee Mug,Kitchen,1,12.99,12.99,2024-09-16,North
4612,295,5,Notebook,Office,5,4.99,24.95,2024-11-25,South
4613,493,7,Keyboard,Electronics,2,79.99,159.98,2024-11-09,South
4614,227,6,Monitor,Electronics,5,299.99,1499.95,2024-12-02,North
4615,105,4,Coffee Mug,Kitchen,2,12.99,25.98,2024-02-19,South
4616,327,8,Desk Lamp,Furniture,5,45.99,229.95,2024-04-04,South
4617,111,2,Mouse,Electronics,1,25.99,25.99,2024-01-17,East
4618,351,8,Desk Lamp,Furniture,3,45.99,137.97,2024-09-02,East
4619,324,1,Laptop,Electronics,5,999.99,4999.95,2024-02-12,North
4620,241,10,Backpack,Accessories,1,59.99,59.99,2024-02-07,East
4621,288,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-02-25,East
4622,410,1,Laptop,Electronics,2,999.99,1999.98,2024-11-01,South
4623,10,6,Monitor,Electronics,3,299.99,899.97,2024-06-30,East
4624,235,2,Mouse,Electronics,1,25.99,25.99,2024-03-29,West
4625,414,4,Coffee Mug,Kitchen,5,12.99,64.95,2024-07-11,West
4626,407,6,Monitor,Electronics,4,299.99,1199.96,2024-01-13,South
4627,132,7,Keyboard,Electronics,4,79.99,319.96,2024-08-14,North
4628,16,5,Notebook,Office,2,4.99,9.98,2024-05-08,West
4629,285,5,Notebook,Office,3,4.99,14.97,2024-11-24,West
4630,193,8,Desk Lamp,Furniture,5,45.99,229.95,2024-02-29,West
4631,390,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-02-13,North
4632,364,1,Laptop,Electronics,4,999.99,3999.96,2024-06-26,South
4633,388,8,Desk Lamp,Furniture,1,45.99,45.99,2024-05-25,South
4634,448,10,Backpack,Accessories,1,59.99,59.99,2024-02-23,South
4635,296,9,Water Bottle,Sports,3,19.99,59.97,2024-10-19,South
4636,99,1,Laptop,Electronics,1,999.99,999.99,2024-09-16,South
4637,352,7,Keyboard,Electronics,3,79.99,239.97,2024-02-11,East
4638,222,5,Notebook,Office,2,4.99,9.98,2024-12-22,West
4639,425,10,Backpack,Accessories,2,59.99,119.98,2024-10-10,East
4640,17,4,Coffee Mug,Kitchen,4,12.99,51.96,2024-03-14,East
4641,151,10,Backpack,Accessories,5,59.99,299.95,2024-03-17,South
4642,363,2,Mouse,Electronics,5,25.99,129.95,2024-02-25,West
4643,333,6,Monitor,Electronics,4,299.99,1199.96,2024-04-08,West
4644,166,8,Desk Lamp,Furniture,3,45.99,137.97,2024-11-10,South
4645,152,1,Laptop,Electronics,2,999.99,1999.98,2024-03-29,West
4646,485,10,Backpack,Accessories,2,59.99,119.98,2024-08-19,East
4647,106,2,Mouse,Electronics,5,25.99,129.95,2024-12-08,North
4648,148,9,Water Bottle,Sports,2,19.99,39.98,2024-01-05,West
4649,425,7,Keyboard,Electronics,5,79.99,399.95,2024-11-06,South
4650,143,2,Mouse,Electronics,3,25.99,77.97,2024-11-12,South
4651,54,6,Monitor,Electronics,4,299.99,1199.96,2024-08-11,West
4652,319,2,Mouse,Electronics,5,25.99,129.95,2024-03-25,South
4653,9,10,Backpack,Accessories,2,59.99,119.98,2024-07-03,East
4654,330,10,Backpack,Accessories,1,59.99,59.99,2024-05-02,East
4655,374,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-03-02,North
4656,229,4,Coffee Mug,Kitchen,4,12.99,51.96,2024-11-14,South
4657,449,8,Desk Lamp,Furniture,2,45.99,91.98,2024-10-06,South
4658,209,4,Coffee Mug,Kitchen,4,12.99,51.96,2024-01-03,West
4659,116,5,Notebook,Office,2,4.99,9.98,2024-02-22,South
4660,361,1,Laptop,Electronics,4,999.99,3999.96,2024-08-16,South
4661,9,6,Monitor,Electronics,2,299.99,599.98,2024-06-14,North
4662,196,5,Notebook,Office,1,4.99,4.99,2024-07-27,South
4663,216,2,Mouse,Electronics,1,25.99,25.99,2024-07-29,East
4664,427,3,Desk Chair,Furniture,4,199.99,799.96,2024-05-16,West
4665,59,1,Laptop,Electronics,2,999.99,1999.98,2024-05-27,West
4666,55,8,Desk Lamp,Furniture,4,45.99,183.96,2024-05-05,South
4667,368,2,Mouse,Electronics,5,25.99,129.95,2024-07-24,North
4668,418,9,Water Bottle,Sports,3,19.99,59.97,2024-09-11,South
4669,220,6,Monitor,Electronics,3,299.99,899.97,2024-11-20,North
4670,127,9,Water Bottle,Sports,1,19.99,19.99,2024-09-19,North
4671,97,5,Notebook,Office,2,4.99,9.98,2024-01-26,North
4672,122,9,Water Bottle,Sports,4,19.99,79.96,2024-03-08,North
4673,5,3,Desk Chair,Furniture,2,199.99,399.98,2024-06-14,South
4674,228,1,Laptop,Electronics,5,999.99,4999.95,2024-05-24,East
4675,374,10,Backpack,Accessories,5,59.99,299.95,2024-06-24,West
4676,411,6,Monitor,Electronics,1,299.99,299.99,2024-04-22,East
4677,304,5,Notebook,Office,3,4.99,14.97,2024-09-22,North
4678,466,1,Laptop,Electronics,5,999.99,4999.95,2024-11-21,West
4679,397,5,Notebook,Office,2,4.99,9.98,2024-03-26,East
4680,272,1,Laptop,Electronics,4,999.99,3999.96,2024-06-14,South
4681,418,9,Water Bottle,Sports,5,19.99,99.95,2024-12-13,South
4682,256,1,Laptop,Electronics,5,999.99,4999.95,2024-01-06,North
4683,363,10,Backpack,Accessories,5,59.99,299.95,2024-06-17,West
4684,237,9,Water Bottle,Sports,2,19.99,39.98,2024-07-11,East
4685,357,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-06-15,West
4686,197,2,Mouse,Electronics,3,25.99,77.97,2024-12-07,North
4687,287,10,Backpack,Accessories,4,59.99,239.96,2024-12-09,South
4688,463,4,Coffee Mug,Kitchen,2,12.99,25.98,2024-03-30,West
4689,319,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-02-25,East
4690,242,3,Desk Chair,Furniture,2,199.99,399.98,2024-05-21,North
4691,403,4,Coffee Mug,Kitchen,2,12.99,25.98,2024-08-17,East
4692,162,6,Monitor,Electronics,1,299.99,299.99,2024-01-29,North
4693,274,1,Laptop,Electronics,4,999.99,3999.96,2024-02-10,South
4694,194,6,Monitor,Electronics,1,299.99,299.99,2024-11-26,North
4695,406,10,Backpack,Accessories,5,59.99,299.95,2024-04-19,West
4696,148,7,Keyboard,Electronics,4,79.99,319.96,2024-11-07,South
4697,329,8,Desk Lamp,Furniture,5,45.99,229.95,2024-05-10,West
4698,297,6,Monitor,Electronics,5,299.99,1499.95,2024-06-06,South
4699,191,5,Notebook,Office,3,4.99,14.97,2024-03-05,South
4700,55,7,Keyboard,Electronics,1,79.99,79.99,2024-06-24,North
4701,194,4,Coffee Mug,Kitchen,4,12.99,51.96,2024-04-14,East
4702,93,7,Keyboard,Electronics,1,79.99,79.99,2024-10-14,South
4703,369,3,Desk Chair,Furniture,3,199.99,599.97,2024-06-27,East
4704,30,6,Monitor,Electronics,2,299.99,599.98,2024-01-24,East
4705,302,8,Desk Lamp,Furniture,2,45.99,91.98,2024-10-15,South
4706,335,6,Monitor,Electronics,4,299.99,1199.96,2024-08-13,East
4707,165,5,Notebook,Office,1,4.99,4.99,2024-07-03,South
4708,93,10,Backpack,Accessories,1,59.99,59.99,2024-09-29,East
4709,103,9,Water Bottle,Sports,4,19.99,79.96,2024-11-05,East
4710,402,3,Desk Chair,Furniture,3,199.99,599.97,2024-07-23,North
4711,252,7,Keyboard,Electronics,1,79.99,79.99,2024-10-05,East
4712,210,5,Notebook,Office,5,4.99,24.95,2024-10-12,South
4713,441,7,Keyboard,Electronics,1,79.99,79.99,2024-06-26,East
4714,22,4,Coffee Mug,Kitchen,1,12.99,12.99,2024-06-26,West
4715,6,9,Water Bottle,Sports,5,19.99,99.95,2024-01-13,East
4716,139,5,Notebook,Office,5,4.99,24.95,2024-01-02,North
4717,482,8,Desk Lamp,Furniture,1,45.99,45.99,2024-06-12,South
4718,328,7,Keyboard,Electronics,2,79.99,159.98,2024-05-02,East
4719,20,7,Keyboard,Electronics,5,79.99,399.95,2024-03-03,North
4720,173,3,Desk Chair,Furniture,5,199.99,999.95,2024-04-07,East
4721,394,1,Laptop,Electronics,3,999.99,2999.97,2024-01-04,North
4722,122,10,Backpack,Accessories,2,59.99,119.98,2024-03-16,South
4723,275,9,Water Bottle,Sports,2,19.99,39.98,2024-02-11,West
4724,215,3,Desk Chair,Furniture,1,199.99,199.99,2024-05-11,East
4725,70,6,Monitor,Electronics,2,299.99,599.98,2024-10-14,West
4726,215,3,Desk Chair,Furniture,5,199.99,999.95,2024-05-20,West
4727,208,1,Laptop,Electronics,1,999.99,999.99,2024-05-13,North
4728,250,8,Desk Lamp,Furniture,1,45.99,45.99,2024-02-20,East
4729,36,7,Keyboard,Electronics,4,79.99,319.96,2024-02-18,South
4730,101,3,Desk Chair,Furniture,2,199.99,399.98,2024-05-04,East
4731,2,9,Water Bottle,Sports,3,19.99,59.97,2024-03-22,West
4732,238,5,Notebook,Office,5,4.99,24.95,2024-10-15,North
4733,299,10,Backpack,Accessories,5,59.99,299.95,2024-02-19,West
4734,352,1,Laptop,Electronics,4,999.99,3999.96,2024-05-27,North
4735,138,7,Keyboard,Electronics,5,79.99,399.95,2024-06-03,East
4736,272,1,Laptop,Electronics,2,999.99,1999.98,2024-11-15,East
4737,188,3,Desk Chair,Furniture,5,199.99,999.95,2024-04-07,South
4738,76,2,Mouse,Electronics,5,25.99,129.95,2024-10-10,East
4739,205,2,Mouse,Electronics,4,25.99,103.96,2024-07-12,South
4740,480,4,Coffee Mug,Kitchen,5,12.99,64.95,2024-04-06,East
4741,276,6,Monitor,Electronics,3,299.99,899.97,2024-12-25,East
4742,306,8,Desk Lamp,Furniture,5,45.99,229.95,2024-09-19,East
4743,271,4,Coffee Mug,Kitchen,5,12.99,64.95,2024-04-06,East
4744,295,8,Desk Lamp,Furniture,1,45.99,45.99,2024-02-04,South
4745,309,9,Water Bottle,Sports,3,19.99,59.97,2024-04-08,North
4746,305,7,Keyboard,Electronics,5,79.99,399.95,2024-12-08,North
4747,245,7,Keyboard,Electronics,2,79.99,159.98,2024-01-26,West
4748,46,6,Monitor,Electronics,2,299.99,599.98,2024-03-31,East
4749,41,2,Mouse,Electronics,4,25.99,103.96,2024-11-16,East
4750,360,9,Water Bottle,Sports,5,19.99,99.95,2024-11-12,South
4751,179,5,Notebook,Office,2,4.99,9.98,2024-01-07,East
4752,463,1,Laptop,Electronics,4,999.99,3999.96,2024-01-25,South
4753,448,6,Monitor,Electronics,1,299.99,299.99,2024-04-06,West
4754,385,3,Desk Chair,Furniture,3,199.99,599.97,2024-06-10,West
4755,146,7,Keyboard,Electronics,2,79.99,159.98,2024-04-15,East
4756,24,4,Coffee Mug,Kitchen,3,12.99,38.97,2024-07-11,South
4757,197,2,Mouse,Electronics,5,25.99,129.95,2024-04-24,East
4758,280,9,Water Bottle,Sports,2,19.99,39.98,2024-12-30,East
4759,186,5,Notebook,Office,1,4.99,4.99,2024-10-11,East
4760,365,8,Desk Lamp,Furniture,3,45.99,137.97,2024-12-26,West
4761,127,2,Mouse,Electronics,2,25.99,51.98,2024-12-28,North
4762,211,6,Monitor,Electronics,1,299.99,299.99,2024-06-19,North
4763,395,4,Coffee Mug,Kitchen,2,12.99,25.98,2024-01-02,West
4764,231,2,Mouse,Electronics,3,25.99,77.97,2024-11-01,East
4765,412,6,Monitor,Electronics,3,299.99,899.97,2024-04-27,East
4766,11,6,Monitor,Electronics,1,299.99,299.99,2024-12-29,West
4767,438,9,Water Bottle,Sports,3,19.99,59.97,2024-05-04,East
4768,239,10,Backpack,Accessories,4,59.99,239.96,2024-10-20,South
4769,121,2,Mouse,Electronics,3,25.99,77.97,2024-12-22,East
4770,275,2,Mouse,Electronics,2,25.99,51.98,2024-04-21,West
4771,368,8,Desk Lamp,Furniture,3,45.99,137.97,2024-12-06,North
4772,261,4,Coffee Mug,Kitchen,1,12.99,12.99,2024-01-06,South
4773,121,3,Desk Chair,Furniture,3,199.99,599.97,2024-12-17,South
4774,492,10,Backpack,Accessories,2,59.99,119.98,2024-11-06,South
4775,342,1,Laptop,Electronics,2,999.99,1999.98,2024-11-02,South
4776,258,3,Desk Chair,Furniture,4,199.99,799.96,2024-03-23,North
4777,26,3,Desk Chair,Furniture,4,199.99,799.96,2024-04-27,South
4778,397,7,Keyboard,Electronics,2,79.99,159.98,2024-11-18,North
4779,228,1,Laptop,Electronics,5,999.99,4999.95,2024-05-10,North
4780,414,5,Notebook,Office,5,4.99,24.95,2024-02-18,North
4781,16,5,Notebook,Office,1,4.99,4.99,2024-07-19,East
4782,349,9,Water Bottle,Sports,5,19.99,99.95,2024-06-04,South
4783,73,1,Laptop,Electronics,4,999.99,3999.96,2024-06-16,West
4784,289,10,Backpack,Accessories,5,59.99,299.95,2024-07-03,East
4785,205,2,Mouse,Electronics,4,25.99,103.96,2024-09-01,South
4786,450,6,Monitor,Electronics,2,299.99,599.98,2024-03-12,West
4787,303,6,Monitor,Electronics,5,299.99,1499.95,2024-10-08,West
4788,100,3,Desk Chair,Furniture,2,199.99,399.98,2024-01-22,South
4789,166,4,Coffee Mug,Kitchen,2,12.99,25.98,2024-06-23,South
4790,162,10,Backpack,Accessories,2,59.99,119.98,2024-06-12,North
4791,311,9,Water Bottle,Sports,2,19.99,39.98,2024-12-04,East
4792,282,5,Notebook,Office,3,4.99,14.97,2024-10-23,South
4793,150,8,Desk Lamp,Furniture,5,45.99,229.95,2024-04-21,East
4794,170,5,Notebook,Office,2,4.99,9.98,2024-06-27,South
4795,384,1,Laptop,Electronics,5,999.99,4999.95,2024-02-02,West
4796,403,7,Keyboard,Electronics,1,79.99,79.99,2024-01-07,South
4797,249,2,Mouse,Electronics,3,25.99,77.97,2024-03-29,East
4798,63,3,Desk Chair,Furniture,4,199.99,799.96,2024-12-18,South
4799,90,8,Desk Lamp,Furniture,1,45.99,45.99,2024-07-19,South
4800,38,7,Keyboard,Electronics,4,79.99,319.96,2024-12-01,East
4801,364,1,Laptop,Electronics,1,999.99,999.99,2024-05-19,West
4802,60,1,Laptop,Electronics,5,999.99,4999.95,2024-03-12,East
4803,200,5,Notebook,Office,4,4.99,19.96,2024-02-17,West
4804,20,7,Keyboard,Electronics,5,79.99,399.95,2024-02-29,South
4805,126,5,Notebook,Office,3,4.99,14.97,2024-01-30,East
4806,60,6,Monitor,Electronics,3,299.99,899.97,2024-06-03,North
4807,154,6,Monitor,Electronics,3,299.99,899.97,2024-07-16,West
4808,230,7,Keyboard,Electronics,4,79.99,319.96,2024-09-28,North
4809,462,8,Desk Lamp,Furniture,4,45.99,183.96,2024-09-26,North
4810,294,5,Notebook,Office,5,4.99,24.95,2024-08-14,East
4811,232,3,Desk Chair,Furniture,2,199.99,399.98,2024-09-10,South
4812,464,10,Backpack,Accessories,2,59.99,119.98,2024-10-21,South
4813,427,6,Monitor,Electronics,4,299.99,1199.96,2024-06-13,South
4814,71,10,Backpack,Accessories,2,59.99,119.98,2024-02-14,North
4815,159,2,Mouse,Electronics,4,25.99,103.96,2024-12-28,North
4816,24,10,Backpack,Accessories,5,59.99,299.95,2024-10-27,North
4817,121,9,Water Bottle,Sports,5,19.99,99.95,2024-04-28,North
4818,71,6,Monitor,Electronics,5,299.99,1499.95,2024-03-10,North
4819,448,2,Mouse,Electronics,1,25.99,25.99,2024-05-13,South
4820,494,3,Desk Chair,Furniture,3,199.99,599.97,2024-12-10,North
4821,275,3,Desk Chair,Furniture,1,199.99,199.99,2024-02-21,East
4822,371,5,Notebook,Office,2,4.99,9.98,2024-02-06,East
4823,103,3,Desk Chair,Furniture,4,199.99,799.96,2024-06-14,North
4824,219,4,Coffee Mug,Kitchen,5,12.99,64.95,2024-12-23,South
4825,332,6,Monitor,Electronics,2,299.99,599.98,2024-12-29,South
4826,59,9,Water Bottle,Sports,5,19.99,99.95,2024-08-04,East
4827,373,8,Desk Lamp,Furniture,5,45.99,229.95,2024-01-20,West
4828,2,5,Notebook,Office,4,4.99,19.96,2024-10-11,West
4829,175,9,Water Bottle,Sports,2,19.99,39.98,2024-04-30,East
4830,225,3,Desk Chair,Furniture,1,199.99,199.99,2024-12-12,West
4831,375,2,Mouse,Electronics,3,25.99,77.97,2024-12-24,South
